timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
162194220,58.693844,37.329998,100622.0,1.1955558
162216453,58.862953,37.329998,100619.99,1.195532
162229279,58.778397,37.329998,100621.0,1.1955439
162239307,58.527378,37.329998,100624.0,1.1955795
162262983,58.862953,37.32,100619.99,1.195532
162273618,59.364994,37.32,100613.99,1.1954607
162285715,58.862953,37.32,100619.99,1.195532
162309748,59.951588,37.329998,100607.0,1.1953776
162321754,59.111332,37.329998,100617.0,1.1954964
162333098,59.02942,37.329998,100618.0,1.1955082
162355261,59.446903,37.32,100613.0,1.1954489
162367929,59.446903,37.32,100613.0,1.1954489
162378966,59.280437,37.32,100615.0,1.1954726
162400576,58.527378,37.32,100624.0,1.1955795
162413336,58.35827,37.32,100625.99,1.1956033
162423261,58.693844,37.32,100622.0,1.1955558
162445831,59.111332,37.329998,100617.0,1.1954964
162457830,59.446903,37.329998,100613.0,1.1954489
162469827,59.53146,37.329998,100612.0,1.195437
162493906,59.111332,37.32,100617.0,1.1954964
162505557,58.862953,37.32,100619.99,1.195532
162517894,59.111332,37.32,100617.0,1.1954964
162540943,58.276356,37.32,100626.99,1.1956152
162553591,59.446903,37.32,100613.0,1.1954489
162563311,59.195885,37.32,100616.0,1.1954845
162584572,59.364994,37.32,100613.99,1.1954607
162596512,59.78248,37.32,100609.0,1.1954013
162606347,59.364994,37.32,100613.99,1.1954607
162629713,59.280437,37.32,100615.0,1.1954726
162641590,59.280437,37.32,100615.0,1.1954726
162653634,58.862953,37.32,100619.99,1.195532
162677882,59.446903,37.32,100613.0,1.1954489
162689715,58.778397,37.32,100621.0,1.1955439
162701714,58.778397,37.32,100621.0,1.1955439
162725731,58.778397,37.32,100621.0,1.1955439
162737885,59.446903,37.32,100613.0,1.1954489
162748931,58.527378,37.32,100624.0,1.1955795
162772646,58.527378,37.32,100624.0,1.1955795
162783894,59.111332,37.32,100617.0,1.1954964
162794966,58.442825,37.32,100625.0,1.1955914
162816948,58.862953,37.32,100619.99,1.195532
162829383,58.527378,37.32,100624.0,1.1955795
162840227,60.28452,37.32,100603.0,1.19533
162862997,58.693844,37.309998,100622.0,1.1955558
162873599,59.111332,37.309998,100617.0,1.1954964
162885885,58.944862,37.309998,100619.0,1.1955202
162910269,58.442825,37.32,100625.0,1.1955914
162921552,58.944862,37.32,100619.0,1.1955202
162931957,58.862953,37.32,100619.99,1.195532
162953259,58.10725,37.32,100629.0,1.195639
162966057,58.527378,37.32,100624.0,1.1955795
162976950,59.02942,37.32,100618.0,1.1955082
162998901,58.276356,37.32,100626.99,1.1956152
163010407,58.35827,37.32,100625.99,1.1956033
163022131,59.53146,37.32,100612.0,1.195437
163043977,58.025337,37.309998,100630.0,1.1956508
163055534,57.60521,37.309998,100635.0,1.1957103
163065954,59.02942,37.309998,100618.0,1.1955082
163089097,58.778397,37.309998,100621.0,1.1955439
163101248,58.10725,37.309998,100629.0,1.195639
163111931,59.111332,37.309998,100617.0,1.1954964
163134744,58.693844,37.32,100622.0,1.1955558
163145488,58.778397,37.32,100621.0,1.1955439
163155020,58.527378,37.32,100624.0,1.1955795
163176031,57.774315,37.32,100632.99,1.1956865
163186517,57.856228,37.32,100632.0,1.1956747
163198368,58.025337,37.32,100630.0,1.1956508
163219014,58.693844,37.32,100622.0,1.1955558
163230537,58.527378,37.32,100624.0,1.1955795
163240018,58.276356,37.32,100626.99,1.1956152
163261945,58.862953,37.32,100619.99,1.195532
163272694,58.778397,37.32,100621.0,1.1955439
163283311,59.613373,37.32,100611.0,1.1954252
163306235,60.118053,37.32,100605.0,1.1953539
163319067,59.697926,37.32,100610.0,1.1954132
163329378,59.53146,37.32,100612.0,1.195437
163352722,59.02942,37.309998,100618.0,1.1955082
163366329,59.867035,37.309998,100607.99,1.1953894
163377085,58.944862,37.309998,100619.0,1.1955202
163398207,59.951588,37.309998,100607.0,1.1953776
163409487,59.446903,37.309998,100613.0,1.1954489
163419939,59.78248,37.309998,100609.0,1.1954013
163441931,58.025337,37.309998,100630.0,1.1956508
163454075,58.778397,37.309998,100621.0,1.1955439
163464931,58.442825,37.309998,100625.0,1.1955914
163487940,59.364994,37.309998,100613.99,1.1954607
163499524,59.613373,37.309998,100611.0,1.1954252
163510331,58.527378,37.309998,100624.0,1.1955795
163531002,58.61193,37.309998,100623.0,1.1955677
163542520,58.61193,37.309998,100623.0,1.1955677
163551977,58.191803,37.309998,100628.0,1.1956271
163574058,57.940784,37.309998,100631.0,1.1956627
163584656,58.10725,37.309998,100629.0,1.195639
163595293,58.191803,37.309998,100628.0,1.1956271
163617367,58.778397,37.309998,100621.0,1.1955439
163630105,58.10725,37.309998,100629.0,1.195639
163640713,59.613373,37.309998,100611.0,1.1954252
163663930,58.527378,37.3,100624.0,1.1955795
163675527,58.35827,37.3,100625.99,1.1956033
163686223,57.940784,37.3,100631.0,1.1956627
163707944,57.523296,37.3,100636.0,1.1957221
163718932,57.940784,37.3,100631.0,1.1956627
163729944,57.774315,37.3,100632.99,1.1956865
